Title,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,stars,production_companies,nominations,oscars,Category,Profit
310. Invisible Beauty,2023,115.0,8,7.4,171.0,1040816.0092592592,92040.0,92040.0,12085.0,53.904565545822734,53.904565545822734,53.904565545822734,7,0,7,0.08843061519154011
311. Fitting In,2023,105.0,11,6.1,1000.0,112440000.0,87995.0,87995.0,50091.0,53.893161795655736,53.893161795655736,53.893161795655736,6,0,2,0.0007825951618641053
312. Ryuichi Sakamoto: Opus,2023,103.0,8,8.1,763.0,60000000.0,657567.0,86554.0,11293.0,53.89448589071254,53.89448589071254,53.89448589071254,0,0,7,0.01095945
313. Dr. Cheon and Lost Talisman,2023,98.0,8,5.9,995.0,287463605.1018442,14574445.0,84362.0,27755.0,53.8996564912479,53.8996564912479,53.8996564912479,0,0,5,0.05070013991801322
314. Red Rooms,2023,118.0,8,7.1,9300.0,38810310.56286751,146016.0,83081.0,36441.0,53.89354948040091,53.89354948040091,53.89354948040091,35,0,6,0.0037622991901462275
315. The Feeling That the Time for Doing Something Has Passed,2023,87.0,8,5.8,1200.0,10597372.0,82083.0,82083.0,14113.0,53.89406774153618,53.89406774153618,53.89406774153618,18,0,2,0.007745599569402678
316. Close Your Eyes,2023,169.0,8,7.2,3800.0,14822670.132075472,872573.0,79017.0,6199.0,53.90071912932047,53.90071912932047,53.90071912932047,61,0,3,0.05886746397410533
317. Kokomo City,2023,73.0,11,7.1,1400.0,1040816.0092592592,118728.0,77278.0,15585.0,53.90790171180491,53.90790171180491,53.90790171180491,29,0,7,0.11407203477250298
318. DogMan,2023,115.0,11,6.8,18000.0,21000000.0,4182673.0,76395.0,25131.0,48.18370808428188,53.91897431638314,53.91897431638314,4,0,0,0.19917490476190478
319. Caligula: The Ultimate Cut,2023,178.0,8,6.4,1000.0,315948263.1730769,91202.0,76031.0,30815.0,53.893097530659546,53.893097530659546,53.893097530659546,0,0,4,0.0002886611848536715
320. Omar and Cedric: If This Ever Gets Weird,2023,127.0,8,8.6,82.0,397500.0,75189.0,75189.0,0.0,53.91767060503816,53.91767060503816,69.5607548603459,0,0,7,0.18915471698113207
321. Inside the Yellow Cocoon Shell,2023,179.0,8,6.7,1600.0,14822670.132075472,352927.0,75056.0,14822.0,53.89615784935766,53.89615784935766,53.89615784935766,21,0,3,0.023809947658234982
322. Do Not Expect Too Much from the End of the World,2023,163.0,8,7.4,3900.0,10091802.583333334,92360.0,73983.0,13626.0,52.42532988516183,53.89425072386545,53.89425072386545,30,0,2,0.009151982436966518
323. Day of the Fight,2023,108.0,11,7.2,244.0,22333333.33333333,73482.0,73482.0,25859.0,53.89348806134451,53.89348806134451,53.89348806134451,2,0,3,0.00329023880597015
324. The League,2023,103.0,9,7.4,331.0,1750211.0,70038.0,70038.0,45568.0,53.17017474867294,53.89826650982075,53.89826650982075,0,0,7,0.040016889392193285
325. Close to You,2023,100.0,11,5.0,1000.0,14822670.132075472,72992.0,68389.0,39073.0,53.893700672921405,53.893700672921405,53.893700672921405,3,0,3,0.004924348943180567
326. Fresh Kills,2023,120.0,8,5.8,1100.0,33487034.43478261,68310.0,68310.0,0.0,53.893325380886964,53.893325380886964,53.893325380886964,0,0,3,0.0020398939814463583
327. Uncharitable,2023,90.0,8,8.5,42.0,1040816.0092592592,68031.0,68031.0,12240.0,53.170426021192895,53.90156427150221,53.90156427150221,0,0,7,0.06536313757166086
328. The Eternal Memory,2023,85.0,8,7.4,3700.0,1040816.0092592592,118866.0,67594.0,0.0,53.20105503118073,53.90791896266318,53.90791896266318,25,1,7,0.1142046230482139
329. Sirocco and the Kingdom of the Winds,2023,74.0,8,7.0,352.0,287463605.1018442,956832.0,67498.0,34876.0,53.89349304370028,53.89349304370028,53.89349304370028,4,0,5,0.003328532666460536
330. How to Come Alive with Norman Mailer,2023,106.0902784287991,8,8.2,42.0,590986.1111111111,66974.0,66974.0,5454.0,53.907804626098475,53.907804626098475,53.174625279965255,3,0,7,0.11332584428098047
331. High & Low - John Galliano,2023,116.0,8,7.1,1100.0,590986.1111111111,337254.0,66511.0,9217.0,47.15629977288348,53.96730808614547,53.96730808614547,2,0,7,0.5706631571525933
332. Taking Venice,2023,98.0,8,7.4,59.0,1040816.0092592592,65334.0,65334.0,7056.0,53.9012271297286,0.10711722687124146,53.9012271297286,0,0,7,0.06277190148765843
333. Shayda,2023,117.0,10,6.7,1100.0,14822670.132075472,311801.0,61694.0,9551.0,53.895796858991616,53.895796858991616,53.895796858991616,27,0,3,0.021035413810179798
334. Story Ave,2023,106.0,8,6.1,465.0,14822670.132075472,60218.0,60218.0,9474.0,53.8935885469929,53.8935885469929,53.8935885469929,4,0,3,0.004062560892432696
335. The Great Turkey Town Miracle,2023,106.0902784287991,9,6.3,83.0,14822670.132075472,60683.0,60000.0,60000.0,53.1670934220238,53.89359262860843,53.89359262860843,0,0,3,0.004093931758535543
336. They Shot the Piano Player,2023,104.0,10,6.6,812.0,6216000.0,381821.0,59587.0,6734.0,53.901051953410835,53.901051953410835,53.901051953410835,0,0,3,0.0614255148005148
337. My Happy Ending,2023,89.0,11,5.4,499.0,1500000.0,59329.0,59329.0,26572.0,53.170084246869,53.898206110510166,53.898206110510166,0,0,2,0.039552666666666667
338. Nam June Paik: Moon Is the Oldest TV,2023,107.0,8,6.9,251.0,590986.1111111111,85792.0,59023.0,10722.0,53.911947500566306,53.911947500566306,53.911947500566306,5,0,7,0.14516754012831662
339. The Mission,2023,103.0,10,6.3,1200.0,3670882.2979688505,69830.0,58377.0,30409.0,53.895534984583215,53.895534984583215,53.895534984583215,0,0,7,0.01902267475005611
340. The Stones and Brian Jones,2023,93.0,8,7.0,671.0,260000.0,95767.0,57924.0,41492.0,52.40511176251586,53.940983428255954,53.940983428255954,3,0,7,0.36833461538461537
341. The Cowboy and the Queen,2023,85.0,8,9.4,71.0,590986.1111111111,57589.0,57589.0,5336.0,53.17262191911506,53.905738472581604,53.905738472581604,0,0,7,0.09744560644873211
342. Cat Person,2023,118.0,11,6.0,7200.0,25684964.79325855,372570.0,55548.0,9562.0,53.30017829611655,53.894947245370524,53.894947245370524,0,0,2,0.014505373201749034
343. Riddle of Fire,2023,115.0,10,6.6,1700.0,30666666.666666668,274682.0,54671.0,24250.0,53.89422535782649,53.89422535782649,53.89422535782649,9,0,0,0.008957021739130435
344. King Coal,2023,80.0,8,7.0,236.0,1040816.0092592592,54051.0,54051.0,0.0,53.8998166845556,0.10711722687124146,53.8998166845556,9,0,7,0.0519313687713813
345. Summoning Sylvia,2023,74.0,11,5.3,4300.0,25684964.79325855,52663.0,52663.0,37366.0,53.89332674045479,53.89332674045479,53.89332674045479,2,0,2,0.002050343476188929
346. All Dirt Roads Taste of Salt,2023,92.0,9,5.9,1200.0,14822670.132075472,52084.0,52084.0,11127.0,53.89351714944299,53.89351714944299,53.89351714944299,21,0,3,0.003513806860431508
347. Flipside,2023,92.0,8,7.2,192.0,1040816.0092592592,51940.0,51940.0,11526.0,53.89955279642654,53.89955279642654,69.5607548603459,0,0,7,0.04990315246684695
348. Lonesome Soldier,2023,109.0,11,6.5,2200.0,14000000.0,51228.0,51228.0,24050.0,53.8935360588878,53.8935360588878,53.8935360588878,0,0,3,0.0036591428571428573
"349. Nosotros, los De la Fe",2023,118.0,8,8.4,33.0,10597372.0,354343.0,50797.0,0.0,53.89741039415138,53.89741039415138,69.5607548603459,0,0,2,0.03343687472705497
350. Banel & Adama,2023,87.0,8,6.3,664.0,14822670.132075472,165366.0,49503.0,3265.0,53.89451150120698,53.89451150120698,53.89451150120698,12,0,3,0.011156289556910313
351. MR-9: Do or Die,2023,106.0,8,3.5,1300.0,800000000.0,109706.0,49224.0,31000.0,53.16638962669126,53.89307781549354,53.89307781549354,0,0,0,0.0001371325
352. The Disappearance of Shere Hite,2023,118.0,11,7.5,612.0,590986.1111111111,53189.0,49124.0,15837.0,53.904769791124565,53.904769791124565,53.904769791124565,11,0,7,0.09000042302178562
353. The Vourdalak,2023,91.0,8,6.4,1100.0,2512500.0,78527.0,46937.0,7533.0,53.89712645226534,53.89712645226534,53.89712645226534,3,0,5,0.03125452736318408
354. The Settlers,2023,97.0,8,6.9,5200.0,53225450.38604065,113466.0,46035.0,8210.0,53.89333733860183,53.89333733860183,53.89333733860183,21,0,3,0.0021317997156818525
355. Thabo and the Rhino Case,2023,97.0,9,6.2,146.0,35886256.47156727,208433.0,46002.0,26425.0,53.89381566379679,53.89381566379679,53.89381566379679,0,0,1,0.005808156673158198
356. Mountains,2023,95.0,8,7.1,123.0,14822670.132075472,45971.0,45971.0,6429.0,53.89346349155972,53.89346349155972,53.89346349155972,6,0,3,0.0031013980335783896
357. Limbo,2023,108.0,8,6.1,1900.0,12272254.0,262990.0,45272.0,6019.0,53.1685014012364,53.89584815131654,53.89584815131654,11,0,3,0.021429641205274925
358. The Delinquents,2023,189.0,19,6.8,3900.0,58278362.0,313531.0,42279.0,8969.0,53.893759942278294,53.893759942278294,53.893759942278294,18,0,2,0.005379886963878634
359. Crumb Catcher,2023,103.0,8,6.2,142.0,1000000.0,39660.0,39660.0,21817.0,53.898220075486414,53.898220075486414,53.898220075486414,0,0,2,0.03966
360. Radical Wolfe,2023,76.0,8,7.2,320.0,1.0,39623.0,39623.0,7923.0,5209.181139658457,5209.181139658457,69.5607548603459,0,0,7,39623.0
361. Popular Theory,2023,88.0,9,5.9,318.0,15000000.0,122114.0,38781.0,22859.0,53.89411917780907,53.89411917780907,53.89411917780907,0,0,2,0.008140933333333333
362. Little Girl Blue,2023,95.0,8,6.3,403.0,910043.0,437114.0,38720.0,3780.0,53.26994768003934,53.955553982646265,53.955553982646265,0,0,3,0.4803223583940539
363. Nurse Unseen,2023,93.0,8,8.8,31.0,1040816.0092592592,38177.0,38177.0,10503.0,53.89783233582954,53.89783233582954,53.89783233582954,0,0,7,0.03667987392619977
364. The Line,2023,100.0,8,6.6,363.0,14822670.132075472,37774.0,37774.0,8225.0,53.89339154101675,53.89339154101675,53.89339154101675,0,0,3,0.0025483937552019773
365. Orlando: My Political Biography,2023,98.0,19,7.0,597.0,1040816.0092592592,121605.0,37461.0,7500.0,53.908261354698,53.908261354698,53.908261354698,16,0,7,0.11683621208569356
366. The Absence of Eden,2023,85.0,11,4.8,528.0,14822670.132075472,41253.0,37265.0,23912.0,53.89342207852303,53.89342207852303,53.89342207852303,0,0,3,0.002783101805033811
"367. What the Hell Happened to Blood, Sweat & Tears?",2023,112.0,8,7.1,169.0,1040816.0092592592,37134.0,37134.0,5093.0,52.420569351593734,53.89770195434276,53.89770195434276,0,0,7,0.03567777558151511
368. Kidnapped: The Abduction of Edgardo Mortara,2023,134.0,8,7.0,3800.0,13000000.0,4135644.0,36459.0,12925.0,52.462976133578636,53.934450921958444,53.934450921958444,16,0,3,0.3181264615384615
369. The Concierge at Hokkyoku Department Store,2023,70.0,8,6.6,473.0,287463605.1018442,383776.0,36333.0,0.0,53.893233673677216,53.893233673677216,53.893233673677216,0,0,5,0.0013350420477195148
370. Cora Bora,2023,92.0,8,5.8,215.0,10091802.583333334,35040.0,35040.0,15691.0,53.16687327236951,53.89351172627915,53.89351172627915,2,0,2,0.0034721249955749975
371. Sleep,2023,95.0,8,6.6,5000.0,25684964.79325855,11063144.0,34221.0,11170.0,53.94910088289351,53.94910088289351,53.94910088289351,14,0,2,0.4307245148688585
372. The Pod Generation,2023,110.0,10,5.6,5700.0,5000000.0,58309.0,31569.0,19949.0,52.38523545646668,53.8945772723995,53.8945772723995,0,0,2,0.0116618
373. The Headmistress,2023,106.0902784287991,8,3.9,124.0,6662000.0,31002.0,31002.0,0.0,53.893665440658594,53.893665440658594,53.893665440658594,0,0,6,0.00465355749024317
374. Smoke Sauna Sisterhood,2023,89.0,8,7.1,2600.0,275000.0,432476.0,30373.0,3566.0,54.097673764515406,54.097673764515406,54.097673764515406,30,0,7,1.57264
375. Once Again (For the Very First Time),2023,106.0,8,8.2,34.0,1000000.0,30092.0,30092.0,5040.0,50.783941276156355,53.89697519760371,53.89697519760371,0,0,8,0.030092
376. SOMM: Cup of Salvation,2023,90.0,8,8.0,41.0,1040816.0092592592,29638.0,29638.0,0.0,52.388121946952815,53.89676490772246,52.388121946952815,0,0,7,0.028475734170435307
377. Full Circle,2023,103.0,14,7.4,191.0,450000.0,29767.0,29629.0,1654.0,53.901666504407316,53.901666504407316,53.901666504407316,0,0,7,0.06614888888888888
378. Gasoline Rainbow,2023,111.0,8,6.4,1200.0,27635714.285714287,29068.0,29068.0,6241.0,52.38511977160546,53.893196825044406,53.893196825044406,7,0,1,0.00105182734556733
379. The Activated Man,2023,115.0,11,7.3,1400.0,2226034.0,28743.0,28743.0,13182.0,53.89473996025709,53.89473996025709,53.89473996025709,0,0,7,0.012912201700423264
380. Daaaaaali!,2023,77.0,8,6.6,3000.0,6700000.0,3864356.0,28509.0,3482.0,50.70387655907224,53.968102579894,53.968102579894,0,0,2,0.576769552238806
381. Mother Couch,2023,96.0,8,5.3,1200.0,5873000.0,50163.0,27332.0,9150.0,53.89417126768902,53.89417126768902,53.89417126768902,0,0,2,0.008541290652136898
"382. Food, Inc. 2",2023,94.0,8,6.8,414.0,3670882.2979688505,28161.0,26502.0,23697.0,53.89405809440309,53.89405809440309,53.89405809440309,0,0,7,0.007671452722845913
383. Uproar,2023,110.0,10,6.6,1400.0,7000000.0,768664.0,26316.0,8855.0,53.90734707344143,53.90734707344143,53.90734707344143,3,0,3,0.10980914285714286
384. Return to Reason: Four Films by Man Ray,2023,70.0,8,7.1,137.0,92440689.81557584,25490.0,25490.0,0.0,53.89309585007279,53.89309585007279,53.89309585007279,0,0,8,0.0002757443724279203
385. Dance First,2023,100.0,8,6.1,667.0,11334785.714285716,163151.0,24914.0,13011.0,51.16666458245666,53.8949327328997,53.8949327328997,3,0,3,0.014393831882888954
386. Lost Soulz,2023,95.0,8,5.5,254.0,14822670.132075472,23521.0,23521.0,2835.0,53.89326643291756,53.89326643291756,69.5607548603459,5,0,3,0.001586826110978602
387. The Nature of Love,2023,110.0,8,6.9,2900.0,39311644.81415929,2419562.0,23490.0,2304.0,53.18167820950508,53.901067919179596,53.901067919179596,22,0,2,0.06154822601389909
388. Before the Sunset,2023,119.0,10,7.0,19.0,390000000.0,1437706.0,23306.0,6131.0,50.68473590993248,53.89353960860919,53.89353960860919,0,0,5,0.003686425641025641
389. Free Time,2023,78.0,8,5.4,298.0,10597372.0,23134.0,23134.0,5480.0,53.8933439994183,53.8933439994183,53.8933439994183,0,0,2,0.002182994047958305
390. Inshallah a Boy,2023,113.0,8,7.2,1500.0,14822670.132075472,209162.0,23069.0,6127.0,53.89489592794605,53.89489592794605,53.89489592794605,11,0,3,0.014110952894201195
391. The Featherweight,2023,99.0,8,6.3,763.0,106000000.0,22011.0,22011.0,0.0,53.893086990540624,53.893086990540624,53.893086990540624,6,0,3,0.0002076509433962264
392. Aporia,2023,104.0,11,5.6,2200.0,53225450.38604065,21587.0,21587.0,14064.0,53.16575219187988,53.893112742352685,53.893112742352685,0,0,3,0.00040557665258689077
393. Chicken for Linda!,2023,73.0,8,7.1,956.0,25684964.79325855,705616.0,21500.0,3329.0,53.8966343065482,53.8966343065482,53.8966343065482,14,0,2,0.02747194733103939
394. Kensuke's Kingdom,2023,85.0,9,7.0,809.0,10945388.0,3223707.0,21033.0,13844.0,53.931380369121804,53.931380369121804,53.931380369121804,6,0,1,0.2945265165565625
395. Hounds,2023,94.0,8,6.3,585.0,22732689.65517241,190525.0,19751.0,3226.0,53.89415042584091,53.89415042584091,53.89415042584091,8,0,3,0.00838110240759168
396. Always a Winner,2023,85.0,8,6.7,47.0,53225450.38604065,19085.0,19085.0,0.0,51.54704678703057,53.89310662626723,51.54704678703057,0,0,3,0.0003585690653921717
397. Glitter & Doom,2023,115.0,8,6.5,219.0,1000.0,18905.0,18905.0,3228.0,54.5064399469722,56.352760681225654,56.352760681225654,0,0,8,18.905
398. Suitable Flesh,2023,100.0,8,5.4,7200.0,38810310.56286751,22751.0,18447.0,11093.0,53.16563434930843,53.89313624430824,53.89313624430824,0,0,6,0.0005862102021354977
399. On the Adamant,2023,109.0,8,6.8,1000.0,1040816.0092592592,814859.0,18332.0,0.0,53.22304576484342,53.99492241629162,53.99492241629162,10,0,7,0.7829039837501433
400. Your Lucky Day,2023,89.0,11,5.9,3500.0,2226034.0,108723.0,18232.0,13737.0,53.899414675818285,53.899414675818285,53.899414675818285,0,0,7,0.04884157205146013
401. What Doesn't Float,2023,69.0,8,7.0,64.0,5873000.0,17980.0,17980.0,4913.0,53.893458296289324,53.893458296289324,53.893458296289324,0,0,2,0.0030614677336965775
402. Happy Clothes: A Film About Patricia Field,2023,100.0,8,7.6,62.0,1040816.0092592592,17943.0,17943.0,8070.0,53.89530295998709,53.89530295998709,53.89530295998709,0,0,7,0.017239358196238636
403. Carole King Home Again: Live in Central Park,2023,79.0,8,7.4,80.0,3670882.2979688505,16245.0,16245.0,3630.0,53.89363575109305,53.89363575109305,69.5607548603459,0,0,7,0.004425366623437799
404. Humanist Vampire Seeking Consenting Suicidal Person,2023,90.0,19,7.0,6300.0,4000000.0,104290.0,15092.0,10337.0,53.89645222659101,53.89645222659101,53.89645222659101,38,0,5,0.0260725
405. Shift: The Ragbrai Documentary,2023,61.0,8,8.0,14.0,1040816.0092592592,14907.0,14907.0,0.0,53.89492344110512,53.89492344110512,53.89492344110512,0,0,7,0.014322416130598528
406. The Invisible Fight,2023,115.0,8,5.9,592.0,2700000.0,14861.0,14861.0,3217.0,53.166886070916334,53.89377610007374,53.89377610007374,9,0,0,0.005504074074074074
407. Another Body,2023,80.0,8,6.4,457.0,1500000.0,24384.0,14403.0,7754.0,53.895175016752425,53.895175016752425,53.895175016752425,8,0,7,0.016256
408. Catching Fire: The Story of Anita Pallenberg,2023,113.0,8,7.1,436.0,1716666.6666666667,41633.0,14089.0,6943.0,53.896215394429966,53.896215394429966,53.896215394429966,0,0,7,0.024252233009708735
409. Solo,2023,101.0,8,7.1,465.0,58634083.22105263,13369.0,13369.0,1503.0,53.89308963907734,53.89308963907734,53.89308963907734,19,0,8,0.00022800731700022293
410. Day by Day: The Dynasty,2023,129.0,8,9.6,9.0,1040816.0092592592,12929.0,12929.0,4692.0,53.89467617880324,0.10711722687124146,69.5607548603459,0,0,7,0.012421984178742091
411. Sympathy for the Devil,2023,90.0,19,5.5,12000.0,52289909.333333336,284733.0,11990.0,5378.0,52.385346336009654,53.89376844997505,53.89376844997505,0,0,0,0.005445276223083653
412. The Animal Kingdom,2023,128.0,8,6.7,9800.0,13000000.0,9223430.0,11767.0,7173.0,53.22263879257622,53.985371235369634,53.985371235369634,21,0,6,0.7094946153846153
413. Beyond Utopia,2023,115.0,10,7.9,4300.0,3670882.2979688505,110196.0,11716.0,0.0,53.89696569203985,53.89696569203985,53.89696569203985,48,1,7,0.0300189412395415
414. Disco Boy,2023,92.0,8,6.3,1600.0,3500000.0,328587.0,11507.0,2610.0,53.905274817183326,53.905274817183326,53.905274817183326,17,0,3,0.093882
415. Club Zero,2023,110.0,8,5.9,2900.0,1000000.0,182240.0,11436.0,5640.0,53.17886930143932,53.916770941761094,53.916770941761094,8,0,2,0.18224
416. The In-Law Gang!,2023,97.0,8,5.2,41.0,2000000.0,11301.0,11301.0,7357.0,53.893795151327566,53.893795151327566,53.893795151327566,0,0,0,0.0056505
417. Lousy Carter,2023,80.0,8,6.0,740.0,10597372.0,11236.0,11236.0,8584.0,52.38435410976739,53.89319792257699,53.89319792257699,0,0,2,0.0010602628651707234
418. Amelia's Children,2023,91.0,8,5.2,1900.0,7422380.952380952,1447855.0,11073.0,7501.0,53.91843972772772,53.91843972772772,53.91843972772772,3,0,6,0.19506611278629626
419. Food and Country,2023,100.0,8,6.8,83.0,1040816.0092592592,11052.0,11052.0,4035.0,52.45352335220254,53.894441542129506,53.894441542129506,0,0,7,0.01061859147215234
420. Omen,2023,92.0,8,5.9,1000.0,14822670.132075472,29696.0,10895.0,3087.0,53.89332063501624,53.89332063501624,53.89332063501624,32,0,3,0.0020034177199787662
421. Rare Objects,2023,123.0,11,5.3,578.0,14822670.132075472,10454.0,10454.0,5297.0,53.893151735132385,53.893151735132385,53.893151735132385,0,0,3,0.0007052710413745293
422. Obsessed with Light,2023,90.0,8,7.6,23.0,1040816.0092592592,10253.0,10253.0,7111.0,53.20380969388914,53.89434166216024,53.89434166216024,0,0,7,0.009850924571478278
423. The Falling Star,2023,98.0,8,5.6,264.0,3135000.0,25622.0,10211.0,1400.0,53.2366359488364,53.89412333522097,53.89412333522097,2,0,2,0.008172886762360446
424. Scream Therapy,2023,78.0,8,7.4,81.0,1404900.0,10159.0,10159.0,3035.0,53.89400080333912,53.89400080333912,53.89400080333912,0,0,2,0.0072311196526443165
425. Drift,2023,93.0,8,6.3,694.0,14822670.132075472,18631.0,10077.0,6000.0,53.171556451738766,53.893223510122006,53.893223510122006,0,0,3,0.0012569260351873786
426. Great Absence,2023,133.0,8,6.4,115.0,14822670.132075472,10012.0,10012.0,9750.0,53.893147855403214,53.893147855403214,53.893147855403214,3,0,3,0.0006754518525197807
427. Deep Sea,2023,112.0,10,6.7,2300.0,300000000.0,1269174.0,9575.0,5763.0,53.893610407702646,53.893610407702646,53.893610407702646,10,0,5,0.00423058
428. Red Island,2023,117.0,8,5.9,612.0,14822670.132075472,1101136.0,9570.0,2818.0,52.46524774829353,53.90272537940638,53.90272537940638,0,0,3,0.0742872903591911
429. Starring Jerry as Himself,2023,75.0,8,7.5,128.0,3670882.2979688505,9522.0,9522.0,4746.0,53.89339746525272,53.89339746525272,53.89339746525272,2,0,7,0.00259392680753307
430. Chestnut,2023,87.0,8,4.7,392.0,14822670.132075472,8631.0,8631.0,4969.0,53.893135733443984,53.893135733443984,53.893135733443984,0,0,3,0.0005822837534057359
431. Eureka,2023,147.0,8,6.1,621.0,14822670.132075472,12882.0,8596.0,4018.0,53.19526538275352,53.89317304730981,53.89317304730981,5,0,3,0.0008690741873911121
432. Mayhem!,2023,99.0,11,6.3,2700.0,4920000.0,1574136.0,8510.0,6001.0,51.77629177909057,53.934687703759,53.934687703759,0,0,0,0.3199463414634146
433. I Got a Monster,2023,90.0,8,6.6,226.0,3670882.2979688505,7971.0,7971.0,6046.0,53.89334249257112,0.10711722687124146,53.89334249257112,0,0,7,0.0021714125795889625
434. Total Trust,2023,97.0,8,7.1,377.0,1040816.0092592592,7835.0,7835.0,3263.0,53.89403939712184,53.89403939712184,53.89403939712184,8,0,7,0.007527747392717479
435. Muzzle,2023,100.0,8,5.5,4000.0,564435436.3988786,24353.0,7807.0,5047.0,53.1671369127067,53.89306558702314,53.89306558702314,0,0,0,4.314576730931911e-05
436. Our Deadly Vows,2023,86.0,8,3.4,85.0,33250000.0,7394.0,7394.0,4504.0,53.89308890638745,53.89308890638745,53.89308890638745,0,0,6,0.00022237593984962407
437. Questions,2023,100.0,8,6.9,25.0,10597372.0,7181.0,7181.0,3980.0,53.893148137605436,53.893148137605436,53.893148137605436,0,0,2,0.0006776208290130798
438. Summer Solstice,2023,81.0,8,4.6,152.0,10091802.583333334,6543.0,6543.0,4251.0,53.89314432896204,53.89314432896204,53.89314432896204,0,0,2,0.0006483479978894751
439. What You Wish For,2023,101.0,8,6.7,7100.0,2226034.0,6279.0,6279.0,2587.0,53.23012123712497,53.89342697188041,53.89342697188041,2,0,7,0.00282071163333534
440. The Dive,2023,91.0,8,5.5,5400.0,35886256.47156727,1459115.0,5914.0,4379.0,53.8983501107671,53.8983501107671,53.8983501107671,0,0,1,0.04065943744107326
441. The Crusades,2023,102.0,8,4.5,303.0,10091802.583333334,5887.0,5887.0,0.0,53.89313587148792,53.89313587148792,53.89313587148792,0,0,2,0.0005833447445476601
442. Kings of L.A.,2023,120.0,8,6.9,51.0,564435436.3988786,5880.0,5880.0,5010.0,53.89306132879679,53.89306132879679,53.89306132879679,0,0,0,1.0417489088769202e-05
443. The Last Video Store,2023,79.0,8,5.9,179.0,1404900.0,5631.0,5631.0,0.0,53.89358146305019,53.89358146305019,53.89358146305019,4,0,2,0.0040081144565449495
444. Pianoforte,2023,91.0,8,7.3,470.0,397500.0,5500.0,5500.0,5500.0,53.89486021643468,53.89486021643468,53.89486021643468,7,0,7,0.013836477987421384
445. The Convert,2023,119.0,8,6.4,4200.0,561418746.5,764882.0,5491.0,2963.0,51.6324352187146,53.89323723436052,53.89323723436052,5,0,0,0.0013624090837159105
446. Senior Year: Love Never Fails,2023,107.0,10,7.8,50.0,92440689.81557584,5470.0,5470.0,4075.0,53.89306767231187,53.89306767231187,53.89306767231187,4,0,8,5.917307638998524e-05
447. How I Learned to Fly,2023,104.0,8,6.2,199.0,14822670.132075472,5125.0,5125.0,0.0,53.89310495894067,53.89310495894067,53.89310495894067,0,0,3,0.0003457541694130919
448. The Seeding,2023,100.0,14,5.0,2000.0,38810310.56286751,4974.0,4974.0,3022.0,53.89307664833193,53.89307664833193,53.89307664833193,6,0,6,0.00012816181905946837
449. Making Him Famous,2023,98.0,19,8.0,53.0,5392307.692307692,4967.0,4967.0,4967.0,53.89317981981683,53.89317981981683,53.89317981981683,0,0,3,0.0009211269614835949
450. Deliver Us,2023,103.0,19,4.8,2400.0,6662000.0,375977.0,4883.0,3255.0,53.90040278243935,53.90040278243935,53.90040278243935,0,0,6,0.056436055238667064
451. The Paragon,2023,85.0,8,6.9,109.0,10597372.0,4658.0,4658.0,3786.0,53.89311716165396,53.89311716165396,53.89311716165396,0,0,2,0.0004395429357391625
452. Life Upside Down,2023,88.0,8,4.7,574.0,14191424.71875,7017.0,4467.0,2419.0,53.16571456060071,53.89312430598717,53.89312430598717,0,0,2,0.0004944535266236515
453. You Are Not Me,2023,98.0,8,7.1,83.0,7422380.952380952,6913.0,4383.0,2599.0,53.89318115282186,53.89318115282186,69.5607548603459,0,0,6,0.0009313722974273433
454. Last Night of Amore,2023,124.0,8,7.1,5500.0,9500000.0,4834832.0,3865.0,2496.0,52.433257148320855,53.95927603816385,53.95927603816385,12,0,3,0.5089296842105263
455. You're All Gonna Die,2023,88.0,8,2.9,138.0,6662000.0,3800.0,3800.0,1002.0,53.89313418717321,53.89313418717321,53.89313418717321,0,0,6,0.000570399279495647
456. Eight Deadly Shots,2023,316.0,8,0.0,0.0,3670882.2979688505,3776.0,3776.0,1561.0,0.17907339153611812,0.10711722687124146,69.5607548603459,0,0,7,0.0010286355414035782
457. Lord of Misrule,2023,104.0,8,5.3,2500.0,38810310.56286751,1025792.0,3717.0,2662.0,50.30191572478436,53.896498859354104,53.896498859354104,0,0,6,0.02643091449470249
458. Just the Two of Us,2023,105.0,8,6.6,2900.0,5830000.0,5249837.0,3506.0,919.0,53.26623357068212,54.01022091382618,54.01022091382618,4,0,3,0.9004866209262435
459. A Storm Foretold,2023,101.0,8,7.6,721.0,3670882.2979688505,3269.0,3269.0,0.0,53.89317583780074,53.89317583780074,53.89317583780074,6,0,7,0.0008905216061568585
460. Deep Rising,2023,93.0,8,7.4,113.0,1040816.0092592592,3015.0,3015.0,360.0,53.89343686714454,53.89343686714454,69.5607548603459,0,0,7,0.002896765588901493
461. The Arctic Convoy,2023,108.0,8,6.5,3200.0,70000000.0,3639471.0,2869.0,1338.0,53.170745219204,53.89982463081173,53.182402966603824,6,0,0,0.051992442857142857
462. Bring Him to Me,2023,96.0,11,5.3,3200.0,13314285.714285716,65492.0,2301.0,1475.0,53.165948563247916,53.89369996748568,53.89369996748568,0,0,7,0.004918927038626609
463. The Universal Theory,2023,118.0,8,6.1,1100.0,419283.0,561322.0,1981.0,1981.0,54.06724482955569,54.06724482955569,54.06724482955569,15,0,3,1.3387664179086678
