Title,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,stars,production_companies,nominations,oscars,Category,Profit
342. Cloud 9,2008,98.0,11,6.6,1600.0,58634083.22105263,4954571.0,91675.0,6617.0,53.20848706548895,53.904054119434534,53.904054119434534,5,0,8,0.0844998459568488
343. Pray the Devil Back to Hell,2008,72.0,19,7.5,585.0,1040816.0092592592,90066.0,90066.0,8227.0,53.90431878354572,53.90431878354572,53.90431878354572,5,0,7,0.08653402637811008
344. Throw Down Your Heart,2008,97.0,8,7.8,211.0,800000.0,89521.0,89521.0,7283.0,53.907619274309994,53.907619274309994,69.5607548603459,0,0,7,0.11190125
"345. Me & You, Us, Forever",2008,92.0,9,4.3,255.0,14822670.132075472,84093.0,84093.0,58662.0,51.54704678703057,53.893798113811684,51.54704678703057,0,0,3,0.0056732693401863685
346. The Midnight Meat Train,2008,100.0,11,6.0,73000.0,15000000.0,3534313.0,83361.0,34394.0,52.41482081955235,53.923716244883266,53.923716244883266,6,0,6,0.23562086666666668
347. Maria Stuarda at La Scala,2008,106.0902784287991,8,0.0,0.0,3670882.2979688505,83214.0,83214.0,4581.0,0.17907339153611812,0.10711722687124146,69.5607548603459,0,0,7,0.02266866470931074
348. Praying with Lior,2008,87.0,19,7.5,134.0,3670882.2979688505,82553.0,82553.0,8401.0,53.895985930700505,53.895985930700505,53.895985930700505,0,0,7,0.02248859900675042
349. Humboldt County,2008,97.0,11,6.2,2900.0,10091802.583333334,82357.0,82357.0,25933.0,53.8941217602776,53.8941217602776,53.8941217602776,0,0,2,0.008160781913829055
350. Kisses,2008,72.0,8,7.2,2000.0,14822670.132075472,125061.0,81680.0,15485.0,53.17389920667257,53.89415771730621,53.89415771730621,10,0,3,0.008437143840189402
351. The Mysteries of Pittsburgh,2008,95.0,11,5.4,3500.0,101100000.0,80283.0,80283.0,37572.0,51.16540798545521,53.893163291876334,53.893163291876334,0,0,2,0.0007940949554896143
352. Sleep Dealer,2008,90.0,10,6.0,6700.0,2500000.0,107559.0,80136.0,35050.0,53.89865770835078,53.89865770835078,53.89865770835078,8,0,8,0.0430236
353. Oye Lucky! Lucky Oye!,2008,125.0,8,7.7,18000.0,25684964.79325855,1976868.0,80037.0,42399.0,53.17159314185921,53.90307389716404,46.546730592152564,6,0,2,0.07696596105589609
354. Ballast,2008,96.0,8,6.9,2400.0,700000.0,81864.0,77556.0,8572.0,53.90827597360068,53.90827597360068,53.90827597360068,21,0,3,0.11694857142857143
355. Prodigal Sons,2008,86.0,8,7.1,760.0,1040816.0092592592,73544.0,73544.0,6102.0,53.17366519641204,53.902253430789514,53.902253430789514,4,0,7,0.07065994310785122
356. La siciliana ribelle,2008,115.0,8,6.9,1900.0,13220000.0,534411.0,71239.0,5922.0,53.89831953465587,53.89831953465587,53.89831953465587,4,0,3,0.04042443267776097
357. Fireflies in the Garden,2008,99.0,11,6.4,14000.0,8000000.0,6692182.0,70600.0,36884.0,53.225028114865125,54.001898672165616,54.001898672165616,0,0,3,0.83652275
358. Crips and Bloods: Made in America,2008,93.0,8,6.8,2900.0,3670882.2979688505,70219.0,70219.0,10537.0,53.895548772057836,53.895548772057836,53.895548772057836,0,0,7,0.019128643824633966
359. The Business of Being Born,2008,87.0,8,7.3,1500.0,1040816.0092592592,69991.0,69991.0,9574.0,53.901809283692145,53.901809283692145,53.901809283692145,0,0,7,0.06724627540059848
360. Disgrace,2008,119.0,11,6.5,5900.0,10000000.0,2291680.0,69705.0,12615.0,53.922876672246,53.922876672246,53.922876672246,3,0,3,0.229168
361. Talento de barrio,2008,107.0,11,5.2,915.0,564435436.3988786,1650198.0,68542.0,36118.0,53.893440361884636,53.893440361884636,53.893440361884636,0,0,0,0.0029236257923994486
362. Happy Valley,2008,90.0,10,6.5,81.0,250000.0,67665.0,67665.0,27122.0,53.92827513306427,53.92827513306427,53.92827513306427,0,0,7,0.27066
363. Allah Made Me Funny: Live in Concert,2008,83.0,9,6.3,77.0,10000.0,66903.0,66903.0,38867.0,54.76352469942394,54.76352469942394,54.76352469942394,0,0,2,6.6903
364. Julia,2008,144.0,11,7.0,7100.0,6000000.0,1333241.0,65108.0,12524.0,53.92197096547121,53.92197096547121,53.92197096547121,8,0,3,0.22220683333333333
365. CSNY/Déjà Vu,2008,96.0,11,7.0,482.0,397500.0,232260.0,65025.0,33997.0,53.969082600451166,53.969082600451166,53.969082600451166,0,0,7,0.5843018867924529
366. Bloodline,2008,113.0,8,5.6,407.0,1500000.0,68462.0,64698.0,6658.0,53.89899829764107,53.89899829764107,53.89899829764107,0,0,7,0.04564133333333333
367. Service,2008,87.0,11,6.1,2000.0,58634083.22105263,155156.0,64536.0,12824.0,53.8934042630851,53.8934042630851,53.8934042630851,15,0,8,0.0026461742296721214
368. The Order of Myths,2008,97.0,19,6.9,538.0,1040816.0092592592,62645.0,62645.0,7056.0,53.900890988004754,0.10711722687124146,53.900890988004754,7,0,7,0.0601883516805088
369. Deal,2008,86.0,10,5.3,4700.0,5000000.0,85076.0,61626.0,35281.0,53.89527379510616,53.89527379510616,53.89527379510616,0,0,2,0.0170152
370. Jerichow,2008,93.0,19,7.0,3400.0,14822670.132075472,906590.0,60379.0,8042.0,48.71441511849918,53.9010177192461,53.9010177192461,3,0,3,0.06116239462404195
371. Treeless Mountain,2008,89.0,8,7.0,1900.0,14822670.132075472,124023.0,60336.0,5014.0,53.34418938113194,53.89414860608703,53.89414860608703,10,0,3,0.008367115971340468
372. Boogie Man: The Lee Atwater Story,2008,86.0,8,7.6,841.0,590986.1111111111,60332.0,60332.0,10939.0,53.172947735624156,53.90634235740811,53.172947735624156,0,0,7,0.10208700148057624
373. Roman Polanski: Wanted and Desired,2008,99.0,19,7.2,5300.0,3670882.2979688505,100458.0,59192.0,4613.0,53.89662054441034,53.89662054441034,53.89662054441034,13,0,7,0.027366172992140007
374. Four Seasons Lodge,2008,97.0,8,7.4,194.0,1040816.0092592592,58334.0,58334.0,11667.0,53.90035208619311,0.10711722687124146,53.90035208619311,0,0,7,0.05604640924145264
375. The End of Poverty?,2008,106.0,8,7.4,472.0,1000000.0,57805.0,57805.0,12593.0,53.900580893753734,53.900580893753734,53.900580893753734,0,0,7,0.057805
"376. Patrik, Age 1.5",2008,103.0,19,6.9,11000.0,39311644.81415929,3259068.0,57468.0,408.0,53.90384640492841,53.90384640492841,53.90384640492841,4,0,2,0.08290337418866145
377. Finding Amanda,2008,96.0,11,5.5,3500.0,10091802.583333334,77410.0,57297.0,31340.0,53.89405798112443,53.89405798112443,53.89405798112443,0,0,2,0.007670582074984605
378. Beautiful Losers,2008,90.0,8,7.0,1400.0,397500.0,64064.0,56386.0,10607.0,53.91402920434058,53.91402920434058,53.91402920434058,0,0,7,0.16116729559748427
379. Roadside Romeo,2008,93.0,8,4.8,1800.0,287463605.1018442,1978021.0,55202.0,41770.0,53.893955242533345,53.893955242533345,53.893955242533345,0,0,5,0.006880944108730619
380. In a Dream,2008,77.0,19,7.6,253.0,1040816.0092592592,54640.0,54640.0,5297.0,52.38827808650342,53.899890313218805,53.899890313218805,5,0,7,0.052497270904669185
381. La Bohème,2008,115.0,8,7.2,407.0,1500000.0,1099837.0,54464.0,30780.0,53.988458716138496,53.988458716138496,53.988458716138496,0,0,8,0.7332246666666666
382. Harlan: In the Shadow of Jew Suess,2008,100.0,8,6.9,288.0,1040816.0092592592,54305.0,54305.0,9258.0,53.89984843613532,53.89984843613532,53.89984843613532,0,0,7,0.05217540806145791
383. Bart Got a Room,2008,80.0,10,5.7,4300.0,2000000.0,53760.0,53760.0,32763.0,53.89655728918406,53.89655728918406,53.89655728918406,0,0,2,0.02688
384. Visual Acoustics,2008,83.0,19,7.4,696.0,1040816.0092592592,52467.0,52467.0,3517.0,53.89961867470414,53.89961867470414,69.5607548603459,0,0,7,0.05040948595452559
385. Trucker,2008,90.0,11,6.5,3600.0,2000000.0,52429.0,52429.0,9458.0,53.89647070199437,53.89647070199437,53.16758023633937,0,0,3,0.0262145
386. $9.99,2008,78.0,11,6.7,3500.0,287463605.1018442,708354.0,52384.0,478.0,53.8933805804426,53.8933805804426,53.8933805804426,4,0,5,0.002464151939335209
387. The Human Experience,2008,90.0,10,7.0,982.0,1040816.0092592592,52296.0,52296.0,27170.0,53.899597298640636,53.899597298640636,53.899597298640636,0,0,7,0.050245191786796845
"388. Surfer, Dude",2008,85.0,11,4.6,9300.0,6000000.0,52132.0,52132.0,5971.0,53.894190442557424,53.894190442557424,53.894190442557424,0,0,2,0.008688666666666667
389. Burma VJ: Reporting from a Closed Country,2008,84.0,19,7.8,2500.0,3670882.2979688505,127063.0,51672.0,5554.0,53.89756351552177,53.89756351552177,53.89756351552177,12,1,7,0.034613749416674486
390. Gunnin' for That #1 Spot,2008,90.0,10,6.4,517.0,3670882.2979688505,50950.0,50804.0,20355.0,53.1982504266343,53.89486581357838,53.1982504266343,0,0,7,0.013879497043038218
391. Ciao,2008,87.0,11,6.6,2600.0,58634083.22105263,49494.0,49494.0,2672.0,53.89316980010959,53.89316980010959,53.89316980010959,0,0,8,0.0008441165493012966
392. Box Elder,2008,89.0,8,7.3,324.0,60000.0,48996.0,48996.0,3188.0,53.999306553558,53.999306553558,53.999306553558,0,0,2,0.8166
393. Casi divas,2008,107.0,10,6.2,791.0,287463605.1018442,3739748.0,46612.0,27491.0,53.168055405485745,53.89475261516816,53.89475261516816,3,0,5,0.013009466011097514
394. Pressure Cooker,2008,99.0,19,7.5,435.0,3670882.2979688505,44803.0,44803.0,8151.0,53.894647943124625,0.10711722687124146,53.894647943124625,4,1,7,0.01220496773344929
395. All Roads Lead Home,2008,108.0,9,5.8,943.0,5392307.692307692,43907.0,43907.0,31785.0,53.89411938489375,53.89411938489375,53.89411938489375,2,0,3,0.008142524964336663
396. The Golden Boys,2008,97.0,9,6.0,615.0,8000000.0,43600.0,43600.0,18366.0,53.89376906457846,53.89376906457846,53.89376906457846,0,0,2,0.00545
397. Blonde and Blonder,2008,95.0,10,2.8,3900.0,8000000.0,779273.0,42183.0,26470.0,53.90573372603596,53.90573372603596,53.90573372603596,0,0,2,0.097409125
398. Three Monkeys,2008,109.0,8,7.3,23000.0,14822670.132075472,1977780.0,41343.0,3045.0,51.5855255602993,53.91042026921929,53.91042026921929,17,0,3,0.13342940120620975
399. The Betrayal,2008,96.0,8,7.0,464.0,1040816.0092592592,41271.0,41271.0,5864.0,53.89821910507223,53.89821910507223,53.89821910507223,5,1,7,0.039652541499022725
400. The Dhamma Brothers,2008,76.0,8,7.6,483.0,1040816.0092592592,40492.0,40492.0,3710.0,53.898121725227355,53.898121725227355,53.898121725227355,0,0,7,0.03890409029048068
401. Absurdistan,2008,88.0,8,6.7,1800.0,10597372.0,113269.0,39683.0,1441.0,53.89445062541357,53.89445062541357,53.89445062541357,4,0,2,0.010688404634658479
402. I Can't Think Straight,2008,82.0,10,6.5,9600.0,58634083.22105263,40945.0,39576.0,15239.0,53.1656396856447,53.8931508299597,53.8931508299597,0,0,8,0.0006983139796973691
403. The Red Baron,2008,106.0,10,6.3,13000.0,18000000.0,2783332.0,37189.0,13931.0,53.91317858895794,53.91317858895794,53.91317858895794,0,0,0,0.15462955555555555
404. Uncertainty,2008,101.0,8,5.7,6700.0,11175000.0,36689.0,36689.0,13075.0,51.586591398096814,53.89348713668767,69.5607548603459,0,0,8,0.0032831319910514543
405. Our City Dreams,2008,85.0,8,6.6,116.0,1040816.0092592592,34972.0,34972.0,4056.0,53.897431690896504,53.897431690896504,53.897431690896504,0,0,7,0.03360055926204412
406. Familiar Strangers,2008,86.0,10,5.6,507.0,1000000.0,34068.0,34068.0,11553.0,53.89749250889778,53.89749250889778,53.89749250889778,0,0,2,0.034068
407. Of Time and the City,2008,74.0,8,7.2,2300.0,500000.0,523417.0,32677.0,5595.0,50.71728386294606,54.02926194804449,54.02926194804449,11,1,7,1.046834
408. Fuel,2008,90.0,8,7.4,788.0,2500000.0,32465.0,32465.0,12386.0,53.894749562041255,53.894749562041255,53.894749562041255,3,0,7,0.012986
409. Living in Emergency,2008,120.0,19,7.9,1100.0,2000000.0,32208.0,32208.0,21905.0,53.89515524026432,53.89515524026432,53.89515524026432,0,0,7,0.016104
410. Hats Off,2008,84.0,8,8.1,40.0,1040816.0092592592,31272.0,31272.0,6570.0,53.89696916788489,53.89696916788489,53.89696916788489,0,0,7,0.03004565621762106
411. The Wedding Song,2008,100.0,8,6.6,887.0,23100000.0,558489.0,31160.0,1240.0,53.16937523798964,53.896205607667575,53.896205607667575,0,0,3,0.024177012987012986
412. Super Capers: The Origins of Ed and the Missing Bullion,2008,98.0,9,3.2,1200.0,2000000.0,30955.0,30955.0,21559.0,53.24354111303521,53.89507372730513,53.24354111303521,0,0,5,0.0154775
413. Patti Smith: Dream of Life,2008,109.0,8,7.0,1100.0,397500.0,81113.0,30918.0,9993.0,53.919609630452314,53.919609630452314,53.919609630452314,5,1,7,0.20405786163522013
414. 24 City,2008,112.0,8,7.1,2400.0,3125000.0,402917.0,30800.0,6082.0,50.70308266687848,53.90983530656595,53.90983530656595,6,0,3,0.12893344
415. Fighting for Life,2008,89.0,8,8.0,160.0,1500000.0,30606.0,30606.0,3423.0,53.895714706704084,0.10711722687124146,53.895714706704084,0,0,7,0.020404
416. Walking on Dead Fish,2008,106.0902784287991,10,8.2,29.0,1040816.0092592592,30328.0,30328.0,10524.0,53.17692499799089,53.89685116201382,53.89685116201382,0,0,7,0.02913867554898988
417. American Swing,2008,81.0,8,6.2,790.0,500000.0,30156.0,30156.0,10174.0,53.90090707569896,53.90090707569896,53.90090707569896,0,0,7,0.060312
418. Teza,2008,140.0,8,7.1,647.0,14822670.132075472,158999.0,30070.0,8908.0,53.89445561379608,53.89445561379608,53.89445561379608,3,0,3,0.010726744816099941
419. The Windmill Movie,2008,82.0,12,6.1,132.0,1040816.0092592592,30050.0,30050.0,3832.0,53.896816410284835,53.896816410284835,53.896816410284835,0,0,7,0.02887157742835485
420. The Alphabet Killer,2008,98.0,11,5.2,9100.0,2000000.0,106596.0,29784.0,11000.0,53.899994494859776,53.899994494859776,53.899994494859776,0,0,7,0.053298
421. Mancora,2008,100.0,11,6.4,1300.0,1800000.0,196069.0,29697.0,7675.0,52.48418225055496,53.90723232809311,53.90723232809311,0,0,3,0.10892722222222222
422. Explicit Ills,2008,87.0,11,5.5,879.0,1500000.0,28564.0,28564.0,9125.0,53.89553758570098,53.89553758570098,53.89553758570098,0,0,8,0.019042666666666666
423. An American Affair,2008,93.0,11,6.1,2400.0,13000000.0,28044.0,28044.0,11700.0,53.165723495411996,53.89334064739741,53.89334064739741,0,0,3,0.0021572307692307694
424. Runaways,2008,88.0,11,6.5,15.0,166117142.85714287,30032.0,27908.0,22997.0,53.89308349545499,53.89308349545499,53.89308349545499,0,0,0,0.00018078808414027965
425. The Hottie & the Nottie,2008,91.0,10,2.0,39000.0,14191424.71875,1596232.0,27696.0,27696.0,53.9076943962482,53.9076943962482,53.9076943962482,4,0,2,0.11247862928737702
426. Good Dick,2008,86.0,11,6.3,8300.0,39311644.81415929,39924.0,27595.0,5036.0,53.89319210855962,53.89319210855962,53.89319210855962,0,0,2,0.00101557694135505
427. Surveillance,2008,97.0,11,6.3,19000.0,3500000.0,1138322.0,27349.0,4590.0,53.935375784465705,53.935375784465705,53.935375784465705,5,0,2,0.32523485714285716
428. Good,2008,92.0,11,6.2,8000.0,15000000.0,1552024.0,27276.0,9508.0,53.17413205629227,53.906522071714164,53.906522071714164,0,0,8,0.10346826666666667
429. Guest of Cindy Sherman,2008,88.0,8,6.4,246.0,1040816.0092592592,27052.0,27052.0,7685.0,53.89644164163921,53.89644164163921,53.89644164163921,0,0,7,0.02599114517776557
430. Frontrunners,2008,83.0,8,6.5,270.0,1040816.0092592592,26976.0,26976.0,6888.0,53.896432141166535,53.896432141166535,69.5607548603459,0,0,7,0.025918125547663907
431. The Garden,2008,80.0,19,7.3,755.0,1040816.0092592592,26931.0,26931.0,4114.0,53.89642651588666,53.89642651588666,53.89642651588666,2,1,7,0.02587489024036687
432. Nursery University,2008,90.0,8,6.7,272.0,1040816.0092592592,26042.0,26042.0,11307.0,53.89631538535765,53.89631538535765,69.5607548603459,0,0,7,0.025020752725098735
433. Gotta Dance,2008,93.0,8,7.6,69.0,25684964.79325855,25108.0,25108.0,8576.0,52.39166990815837,53.89318715922351,52.39166990815837,0,0,2,0.0009775368664935843
434. Bonnie & Clyde vs. Dracula,2008,91.0,8,4.4,440.0,564435436.3988786,25027.0,25027.0,5688.0,53.89306574238743,53.89306574238743,53.89306574238743,0,0,0,4.4339880854528366e-05
435. Ranchero,2008,95.0,8,5.1,155.0,900000.0,24036.0,24036.0,3826.0,53.8965347370485,53.8965347370485,53.8965347370485,0,0,3,0.026706666666666667
436. Death in Love,2008,97.0,11,4.7,1200.0,3000000.0,23412.0,23412.0,14296.0,50.783941276156355,53.894075339927106,53.894075339927106,0,0,8,0.007804
437. Filth and Wisdom,2008,84.0,19,5.3,2600.0,3500000.0,354628.0,22406.0,4597.0,53.182404839769745,53.90624286140643,53.90624286140643,0,0,2,0.10132228571428571
438. Downloading Nancy,2008,102.0,8,5.7,3100.0,3000000.0,22282.0,22282.0,10324.0,53.16608900126797,53.894026332401765,53.894026332401765,3,0,3,0.0074273333333333335
439. The Garden of Eden,2008,111.0,11,5.3,1300.0,53225450.38604065,22083.0,22083.0,12404.0,53.89311395481407,53.89311395481407,53.89311395481407,0,0,3,0.0004148955028061476
440. Garden Party,2008,88.0,8,5.5,3600.0,14822670.132075472,21886.0,21886.0,10876.0,53.8932520814307,53.8932520814307,53.8932520814307,0,0,3,0.0014765220979073032
441. The Matador,2008,74.0,8,6.5,187.0,1040816.0092592592,21816.0,21816.0,6695.0,53.895787109074654,53.895787109074654,53.895787109074654,2,0,7,0.02096047697760364
442. Antarctica,2008,112.0,11,5.9,857.0,58634083.22105263,21679.0,21679.0,798.0,53.893108078888496,53.893108078888496,69.5607548603459,0,0,8,0.000369733759088027
443. Diminished Capacity,2008,92.0,8,5.5,1400.0,10597372.0,23719.0,21659.0,11832.0,53.893351181713825,53.893351181713825,53.16758023633937,0,0,2,0.0022381964132239577
"444. Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2008,103.0,11,7.6,4800.0,1880555.5555555555,180957.0,21152.0,4694.0,53.90557969881461,53.90557969881461,53.90557969881461,2,0,7,0.09622528803545052
445. Tony Manero,2008,97.0,14,6.8,4600.0,25684964.79325855,687406.0,20677.0,3305.0,46.62139763658381,53.89654206288203,53.89654206288203,15,0,2,0.026762972249836262
446. Walt & El Grupo,2008,106.0,9,6.4,462.0,1040816.0092592592,20521.0,20521.0,6059.0,53.89562522602059,53.89562522602059,53.89562522602059,0,0,7,0.01971626091205557
447. The Korean,2008,98.0,8,3.2,221.0,166117142.85714287,20279.0,20279.0,4002.0,53.89307585658083,53.89307585658083,53.89307585658083,2,0,0,0.00012207650367210745
448. A Wink and a Smile,2008,91.0,8,7.1,109.0,1040816.0092592592,20169.0,20169.0,2346.0,53.89558122383138,53.89558122383138,53.89558122383138,0,0,7,0.01937806473053208
449. Trying to Get Good: The Jazz Odyssey of Jack Sheldon,2008,90.0,8,8.1,41.0,336666.6666666667,19712.0,19712.0,4792.0,53.90067788897727,53.90067788897727,53.90067788897727,0,0,7,0.05855049504950495
450. Donkey Punch,2008,99.0,11,5.2,12000.0,900000.0,694422.0,19367.0,4744.0,53.99344907004218,53.99344907004218,53.99344907004218,0,0,6,0.77158
451. Neshoba,2008,86.0,8,7.7,99.0,300000.0,19245.0,19245.0,4645.0,53.90140643202356,53.90140643202356,69.5607548603459,0,0,7,0.06415
452. Blessed Is the Match,2008,86.0,8,7.1,158.0,1716666.6666666667,18654.0,18654.0,3316.0,51.560953505718174,53.89447378512955,53.89447378512955,0,0,7,0.01086640776699029
453. Killshot,2008,95.0,11,6.0,22000.0,20000000.0,2961647.0,18643.0,10741.0,50.19012145316613,53.912326742031766,53.912326742031766,0,0,0,0.14808235
454. Between Love & Goodbye,2008,97.0,19,5.6,1300.0,12415625.0,18480.0,18480.0,6674.0,52.41441154977018,53.89325363296378,53.20734078844031,0,0,8,0.0014884470173672287
"455. Live Fast, Die Young",2008,101.0,8,8.3,873.0,14822670.132075472,18335.0,18335.0,9841.0,50.71728512795735,53.89322091193233,53.28530131874733,0,0,3,0.001236956623646642
456. Dear Zachary: A Letter to a Son About His Father,2008,95.0,8,8.5,42000.0,53225450.38604065,18334.0,18334.0,2886.0,53.8931047904638,53.8931047904638,53.8931047904638,5,0,3,0.00034445927403196626
457. Cook County,2008,93.0,8,6.7,579.0,700000.0,17977.0,17977.0,7579.0,53.89640134488407,53.89640134488407,53.89640134488407,0,0,3,0.02568142857142857
458. The New Twenty,2008,92.0,19,5.2,524.0,14822670.132075472,17625.0,17625.0,6272.0,53.170986673388235,53.893214679788194,53.893214679788194,0,0,3,0.0011890570216401453
459. Adventures of Power,2008,89.0,10,5.8,2000.0,2500000.0,17419.0,17419.0,4254.0,53.89396651719915,53.89396651719915,53.89396651719915,0,0,2,0.0069676
460. Baby Blues,2008,86.0,8,4.6,177.0,14822670.132075472,17234.0,17234.0,17234.0,53.165644677288896,53.89321124772008,53.89321124772008,0,0,3,0.001162678508422483
461. The Understudy,2008,101.0,8,5.1,185.0,10091802.583333334,17036.0,17036.0,0.0,53.893279609870504,53.893279609870504,53.893279609870504,0,0,2,0.001688102780382867
462. Mia and the Migoo,2008,92.0,9,6.6,451.0,8400000.0,4508254.0,17000.0,16975.0,53.96288878886709,53.96288878886709,53.96288878886709,0,0,7,0.5366969047619048
463. Dark Streets,2008,83.0,11,4.4,430.0,8000000.0,16815.0,16815.0,10958.0,53.89333344514273,53.89333344514273,53.89333344514273,0,0,3,0.002101875
464. Mumbai Meri Jaan,2008,134.0,8,7.7,6600.0,80000000.0,1203043.0,16407.0,13588.0,53.89501654950972,53.89501654950972,46.546730592152564,5,0,3,0.0150380375
465. Tennessee,2008,100.0,11,5.8,898.0,4000000.0,16100.0,16100.0,9438.0,52.39327509086188,53.89358366000249,53.89358366000249,0,0,2,0.004025
466. Home,2008,98.0,8,6.9,5100.0,14822670.132075472,2186716.0,15925.0,1403.0,53.17860560276966,53.91225424001924,53.91225424001924,5,0,3,0.14752510718484266
467. Eden,2008,83.0,19,5.8,234.0,2000000.0,15611.0,15611.0,3084.0,53.89407553508982,53.89407553508982,53.89407553508982,6,0,3,0.0078055
468. The Beautiful Truth,2008,92.0,8,6.9,657.0,1040816.0092592592,15387.0,15387.0,3025.0,53.894983444090414,53.894983444090414,53.894983444090414,0,0,7,0.014783592741766924
469. Chocolate,2008,110.0,11,6.9,19000.0,150000000.0,3179014.0,14845.0,11180.0,53.17669903525112,53.8958174178033,53.8958174178033,5,0,0,0.021193426666666668
470. Leonera,2008,113.0,8,7.0,3400.0,33487034.43478261,822504.0,14739.0,3484.0,52.4550368646364,53.89625568010187,53.89625568010187,21,0,3,0.024561864431496935
471. Kabei: Our Mother,2008,133.0,8,7.6,1500.0,14822670.132075472,18385964.0,14416.0,3072.0,53.49025839044933,54.05444585761093,54.05444585761093,0,0,3,1.240394870571514
472. Splinter,2008,82.0,11,6.1,42000.0,38810310.56286751,522497.0,14154.0,9517.0,53.89481160296128,53.89481160296128,53.89481160296128,0,0,6,0.013462839962427635
473. Laila's Birthday,2008,71.0,19,6.9,527.0,14822670.132075472,47622.0,13689.0,92.0,53.89347798348926,53.89347798348926,53.89347798348926,0,0,3,0.003212781474300539
474. The Escapist,2008,102.0,8,6.7,18000.0,53225450.38604065,388174.0,13439.0,3075.0,51.84532776114329,53.89400885642866,53.89400885642866,6,0,3,0.007293014848810105
475. Sherman's Way,2008,97.0,8,5.4,572.0,250000.0,13282.0,13282.0,2789.0,53.899972376419136,53.899972376419136,53.899972376419136,0,0,2,0.053128
476. Kicking It,2008,98.0,8,7.3,391.0,3670882.2979688505,13266.0,13266.0,2219.0,53.89353016526554,53.89353016526554,53.89353016526554,0,0,7,0.0036138450985857703
477. Harold,2008,90.0,10,5.4,2000.0,3500000.0,13229.0,13229.0,10578.0,53.89355174625242,53.89355174625242,53.89355174625242,0,0,2,0.0037797142857142856
478. The Art of Being Straight,2008,67.0,14,4.9,715.0,39311644.81415929,12831.0,12831.0,3778.0,53.89310243973725,53.89310243973725,53.89310243973725,0,0,2,0.0003263918378550908
479. Lake City,2008,93.0,11,5.7,968.0,4000000.0,12767.0,12767.0,9355.0,53.89347524711623,53.89347524711623,53.89347524711623,0,0,3,0.00319175
480. August,2008,88.0,11,5.3,4400.0,3400000.0,12636.0,12636.0,8092.0,53.89354351771143,53.89354351771143,53.89354351771143,0,0,3,0.003716470588235294
481. Around June,2008,93.0,8,5.1,196.0,287463605.1018442,12578.0,12578.0,0.0,53.89306566630303,53.89306566630303,53.89306566630303,0,0,5,4.375510421760625e-05
482. Jake's Corner,2008,98.0,9,5.9,257.0,5392307.692307692,12522.0,12522.0,12522.0,53.89336211088401,53.89336211088401,53.89336211088401,0,0,3,0.0023221968616262485
483. Full Battle Rattle,2008,85.0,8,6.6,169.0,5000000.0,12306.0,12306.0,3216.0,53.16788311944107,0.10711722687124146,53.89338019637028,3,0,7,0.0024612
484. Sex Positive,2008,75.0,11,6.6,216.0,1040816.0092592592,12069.0,12069.0,3408.0,51.76563463799331,53.89456867345459,69.5607548603459,0,0,7,0.01159570941706538
485. Quid Pro Quo,2008,82.0,11,6.1,2600.0,3926249.5,11864.0,11864.0,7395.0,53.89345312388956,53.89345312388956,53.89345312388956,0,0,8,0.003021713215117888
486. Chelsea on the Rocks,2008,89.0,11,5.9,507.0,1040816.0092592592,18497.0,11799.0,4286.0,51.54836601227094,53.89537221343261,53.89537221343261,0,0,7,0.017771632868295497
487. Salt of This Sea,2008,109.0,19,6.8,1600.0,800000.0,736502.0,11662.0,4973.0,54.0128414128748,54.0128414128748,54.0128414128748,3,0,8,0.9206275
488. Gardens of the Night,2008,110.0,11,6.8,4800.0,2300000.0,11436.0,11436.0,3072.0,53.89370689535527,53.89370689535527,53.89370689535527,4,0,3,0.004972173913043478
489. Quiet Chaos,2008,105.0,8,6.8,4200.0,58634083.22105263,11326121.0,11434.0,3190.0,53.91819252843297,53.91819252843297,53.91819252843297,33,0,8,0.19316616510059706
"490. Otto; or, Up with Dead People",2008,94.0,8,5.1,2100.0,287463605.1018442,11295.0,11295.0,3456.0,52.38420025276113,53.89306508560632,53.89306508560632,0,0,5,3.929193052455578e-05
491. Looking for Palladin,2008,115.0,11,5.3,200.0,10597372.0,11268.0,11268.0,2614.0,53.8931983154547,53.8931983154547,53.8931983154547,0,0,2,0.0010632824817322635
492. Passion,2008,115.0,8,6.9,1100.0,58634083.22105263,10800.0,10800.0,0.0,52.4526582083899,53.89308393849071,53.89308393849071,0,0,8,0.00018419320993360818
493. The Pleasure of Being Robbed,2008,71.0,8,6.1,2100.0,14822670.132075472,31823.0,10687.0,7720.0,53.89333930511565,53.89333930511565,53.89333930511565,3,0,3,0.002146914133313722
494. Santa Mesa,2008,82.0,8,5.9,60.0,1000000.0,10490.0,10490.0,3846.0,53.166436889127496,53.89442481128925,53.89442481128925,0,0,3,0.01049
495. Zero Bridge,2008,96.0,8,5.8,160.0,14822670.132075472,10357.0,10357.0,3304.0,53.89315088369861,53.89315088369861,53.89315088369861,0,0,3,0.0006987270112412474
496. The Heir Apparent: Largo Winch,2008,108.0,8,6.4,15000.0,24000000.0,17068748.0,10352.0,2830.0,53.98559283845845,53.98559283845845,53.98559283845845,0,0,0,0.7111978333333333
